Wall time,Step,Value
1717853641.6542501,10,15.317000389099121
1717853658.6592238,20,13.99779987335205
1717853675.0154765,30,15.519599914550781
1717853689.605746,40,13.887299537658691
1717853705.0605319,50,13.912799835205078
1717853722.2312126,60,14.11299991607666
1717853737.0784342,70,13.140299797058105
1717853752.1799526,80,12.717399597167969
1717853767.265276,90,13.071100234985352
1717853782.6268868,100,12.497699737548828
1717853797.6711783,110,11.825300216674805
1717853816.7866228,120,11.674200057983398
1717853834.37964,130,11.446200370788574
1717853852.8567085,140,10.04800033569336
1717853868.347073,150,9.831000328063965
1717853883.8985448,160,9.731200218200684
1717853899.9901812,170,9.49839973449707
1717853915.244004,180,9.67140007019043
1717853930.6896198,190,9.24839973449707
1717853946.0853517,200,9.351699829101562
1717853961.4781697,210,8.867799758911133
1717853978.2461982,220,9.021499633789062
1717853994.7635124,230,8.972900390625
1717854010.3007581,240,8.704299926757812
1717854025.9576123,250,8.709099769592285
1717854042.8042707,260,7.9120001792907715
1717854058.664974,270,8.052599906921387
1717854073.9024432,280,8.119000434875488
1717854089.2050493,290,7.400000095367432
1717854104.5946126,300,7.967199802398682
1717854120.9651256,310,7.702600002288818
1717854136.2080173,320,7.894499778747559
1717854151.014687,330,7.620999813079834
1717854168.0816097,340,6.788000106811523
1717854186.2248456,350,6.973499774932861
1717854203.3395576,360,7.0802001953125
1717854222.7705877,370,6.621500015258789
1717854240.7706676,380,6.825900077819824
1717854255.86011,390,6.81220006942749
1717854271.2000947,400,6.25570011138916
1717854285.95176,410,6.242800235748291
1717854300.4159472,420,6.626999855041504
1717854314.7171886,430,6.311600208282471
1717854329.0656877,440,5.951300144195557
1717854343.2716303,450,6.107399940490723
1717854357.3689537,460,5.664899826049805
1717854371.4320185,470,5.473100185394287
1717854386.0065515,480,5.4309000968933105
1717854400.6046476,490,5.2153000831604
1717854414.7901032,500,5.110000133514404
1717854436.1474438,510,5.3572001457214355
1717854450.9565346,520,5.141200065612793
1717854467.660866,530,4.954999923706055
1717854485.6376243,540,4.8678998947143555
1717854504.4408479,550,4.493000030517578
1717854525.0320241,560,4.883900165557861
1717854540.8266556,570,4.336100101470947
1717854558.88089,580,4.219200134277344
1717854575.2102578,590,4.4766998291015625
1717854590.2653666,600,4.257299900054932
1717854606.9317203,610,4.1554999351501465
1717854622.774144,620,4.356400012969971
1717854636.9943094,630,4.5395002365112305
1717854651.180956,640,3.9142000675201416
1717854665.4979079,650,4.078499794006348
1717854679.9980378,660,3.7314000129699707
1717854695.897194,670,3.875
1717854719.0513494,680,3.7688000202178955
1717854737.690722,690,3.7126998901367188
1717854752.7849724,700,3.7952001094818115
1717854767.7383666,710,3.5423998832702637
1717854782.9359019,720,3.490499973297119
1717854797.5823827,730,3.7737998962402344
1717854812.9708931,740,3.7411000728607178
1717854827.6210742,750,3.63319993019104
1717854842.2777786,760,3.3782999515533447
1717854857.1106913,770,3.2423999309539795
1717854871.8028438,780,3.2432000637054443
1717854886.5126011,790,3.4056999683380127
1717854901.1465826,800,3.3580000400543213
1717854924.3394437,810,3.4005000591278076
1717854942.4201775,820,3.2404000759124756
1717854960.3037574,830,3.073199987411499
1717854975.8121111,840,3.6015000343322754
1717854990.7523823,850,3.1458001136779785
1717855006.5130985,860,3.2446999549865723
1717855022.953494,870,3.180299997329712
1717855038.3940897,880,3.139899969100952
1717855053.474738,890,2.8905999660491943
1717855069.0631137,900,3.1352999210357666
1717855085.0822337,910,3.033799886703491
1717855100.6852744,920,3.033600091934204
1717855116.901962,930,3.18179988861084
1717855132.9288535,940,2.9672000408172607
1717855148.470379,950,3.0511999130249023
1717855165.7786767,960,3.0831000804901123
1717855181.933477,970,2.742799997329712
1717855197.1478539,980,3.0004000663757324
1717855214.2029357,990,3.0631000995635986
1717855230.0100942,1000,2.92930006980896
1717855250.3374586,1010,2.9302000999450684
1717855264.7701056,1020,2.9814000129699707
1717855279.716507,1030,3.1526999473571777
1717855294.3960047,1040,2.7272000312805176
1717855309.319641,1050,3.1335999965667725
1717855325.945919,1060,2.9744999408721924
1717855341.6972525,1070,2.5169999599456787
1717855356.6130712,1080,2.722100019454956
1717855371.88385,1090,2.943700075149536
1717855387.871584,1100,2.666599988937378
1717855403.4976556,1110,2.736999988555908
1717855424.3500154,1120,2.9804000854492188
1717855449.2138515,1130,2.6431000232696533
1717855471.9438848,1140,2.9052000045776367
1717855489.67015,1150,2.66129994392395
1717855508.1121447,1160,2.8959999084472656
1717855526.378617,1170,2.803499937057495
1717855545.7759721,1180,2.653599977493286
1717855565.1630986,1190,2.660099983215332
1717855586.5797696,1200,2.6038999557495117
1717855608.465757,1210,2.578900098800659
1717855628.638781,1220,2.63919997215271
1717855651.6452672,1230,2.8268001079559326
1717855672.7770286,1240,2.5016000270843506
1717855691.9359245,1250,2.7197999954223633
1717855713.8096128,1260,2.8541998863220215
1717855733.4789598,1270,2.5183000564575195
1717855752.3528678,1280,2.48799991607666
1717855774.0721385,1290,2.6066999435424805
1717855792.3019106,1300,2.6593000888824463
1717855811.6656995,1310,2.9746999740600586
1717855833.708182,1320,2.638400077819824
1717855868.164334,1330,2.2393999099731445
1717855897.0000443,1340,2.494499921798706
1717855920.6264172,1350,2.392199993133545
1717855950.807223,1360,2.6600000858306885
1717855979.3221884,1370,2.402899980545044
1717856009.2903106,1380,2.563999891281128
1717856040.6222446,1390,2.5353000164031982
1717856067.1167912,1400,2.674099922180176
1717856098.8925762,1410,2.385999917984009
1717856122.755283,1420,2.6414999961853027
1717856147.643791,1430,2.5694000720977783
1717856168.953496,1440,2.2709999084472656
1717856192.6779497,1450,2.447200059890747
1717856229.320231,1460,2.5439999103546143
1717856262.057042,1470,2.6628000736236572
1717856290.870169,1480,2.2853000164031982
1717856314.8448715,1490,2.4944000244140625
1717856340.2653317,1500,2.4470999240875244
1717856384.509232,1510,2.3914999961853027
1717856409.047649,1520,2.4040000438690186
1717856429.99035,1530,2.548099994659424
1717856452.0396564,1540,2.1623001098632812
1717856483.172807,1550,2.3478000164031982
1717856506.7567437,1560,2.6187000274658203
1717856530.2255778,1570,2.412899971008301
1717856551.8858175,1580,2.2630999088287354
1717856572.7707064,1590,2.3131000995635986
1717856595.563687,1600,2.54830002784729
1717856618.7697465,1610,2.597399950027466
1717856640.811163,1620,2.489799976348877
1717856663.4488661,1630,2.23580002784729
1717856685.878316,1640,2.411400079727173
1717856710.4081886,1650,2.355799913406372
1717856731.717206,1660,2.362499952316284
1717856755.2422178,1670,2.567199945449829
1717856777.569532,1680,2.34879994392395
1717856799.357405,1690,2.1654999256134033
1717856821.3942697,1700,2.3306000232696533
1717856843.6630375,1710,2.3552000522613525
1717856868.8206735,1720,2.3850998878479004
1717856891.5153039,1730,2.2160000801086426
1717856913.3903873,1740,2.3828001022338867
1717856934.3053582,1750,2.354300022125244
1717856954.8524,1760,2.4602999687194824
1717856975.4103918,1770,2.32069993019104
1717856996.3833294,1780,2.5143001079559326
1717857017.0883224,1790,2.4289000034332275
1717857037.6938844,1800,2.228100061416626
1717857058.0106418,1810,2.3310000896453857
1717857078.1994212,1820,2.1874001026153564
1717857099.3496366,1830,2.364500045776367
1717857119.5072987,1840,2.205399990081787
1717857139.8273234,1850,2.4488000869750977
1717857166.245148,1860,2.150700092315674
1717857192.0150955,1870,2.2500998973846436
1717857217.5136201,1880,2.3468000888824463
1717857240.4014876,1890,2.280600070953369
1717857267.5990396,1900,2.3682000637054443
1717857300.8174603,1910,2.3032000064849854
1717857324.6686404,1920,2.204900026321411
1717857349.0866752,1930,2.225399971008301
1717857372.474891,1940,2.3089001178741455
1717857395.6005876,1950,2.2100000381469727
1717857419.1270173,1960,2.2518999576568604
1717857456.9749594,1970,2.276700019836426
1717857477.1656733,1980,2.2507998943328857
1717857498.3433638,1990,2.298799991607666
1717857519.8352087,2000,2.2279000282287598
1717857548.7679608,2010,2.3129000663757324
1717857569.684687,2020,2.173799991607666
1717857589.7702785,2030,2.278700113296509
1717857610.428512,2040,2.036099910736084
1717857631.4225633,2050,2.5557000637054443
1717857651.8982937,2060,2.1352999210357666
1717857672.3017108,2070,2.1928000450134277
1717857693.6176956,2080,2.275899887084961
1717857714.3122654,2090,2.099299907684326
1717857734.9269245,2100,2.3434998989105225
1717857755.800772,2110,2.280400037765503
1717857776.5876503,2120,2.386399984359741
1717857796.608875,2130,1.906499981880188
1717857816.3347292,2140,2.24180006980896
1717857836.1746454,2150,2.159600019454956
1717857856.749771,2160,2.1517999172210693
1717857877.6489906,2170,2.3726999759674072
1717857897.5682583,2180,2.364500045776367
1717857917.7511618,2190,2.2625999450683594
1717857938.5408053,2200,2.22760009765625
1717857958.8381264,2210,2.074399948120117
1717857979.201206,2220,2.2170000076293945
1717858000.9319117,2230,2.351300001144409
1717858021.7178657,2240,2.1947999000549316
1717858043.0166395,2250,2.2286999225616455
1717858063.8140826,2260,2.0822999477386475
1717858083.9071841,2270,2.1770999431610107
1717858105.0492718,2280,2.3724000453948975
1717858125.879665,2290,2.0562000274658203
1717858146.73731,2300,2.248699903488159
1717858168.1691256,2310,2.204400062561035
1717858188.970891,2320,2.1489999294281006
1717858209.584322,2330,2.2718000411987305
1717858230.075118,2340,2.074899911880493
1717858250.4140296,2350,2.359299898147583
1717858270.5335817,2360,2.231100082397461
1717858291.879945,2370,2.239300012588501
1717858312.8983436,2380,1.996999979019165
1717858333.8516889,2390,2.1038999557495117
1717858355.053663,2400,2.228600025177002
1717858376.6163383,2410,2.184499979019165
1717858397.5448265,2420,2.077899932861328
1717858418.1383388,2430,2.0961999893188477
1717858438.3351853,2440,2.3341000080108643
1717858459.1744576,2450,2.1863999366760254
1717858479.705945,2460,2.22160005569458
1717858500.54979,2470,2.2211999893188477
1717858521.9142265,2480,2.133500099182129
1717858542.69712,2490,2.296799898147583
1717858563.192933,2500,2.3548998832702637
1717858598.616648,2510,2.139699935913086
1717858624.5701194,2520,2.139400005340576
1717858647.9741328,2530,2.1728999614715576
1717858673.666232,2540,2.1881000995635986
1717858703.9852772,2550,2.113600015640259
1717858726.9969978,2560,2.446500062942505
1717858747.5894508,2570,2.181299924850464
1717858767.5934846,2580,2.1440000534057617
1717858787.858673,2590,2.161600112915039
1717858807.9220712,2600,2.1953001022338867
