Wall time,Step,Value
1717851109.7067301,1520,2.3022000789642334
1717851141.4184365,1530,2.463900089263916
1717851156.4564617,1540,2.54259991645813
1717851170.6364768,1550,2.571899890899658
1717851184.6558206,1560,2.223900079727173
1717851198.7723384,1570,2.1340999603271484
1717851213.702869,1580,2.5306999683380127
1717851227.8649893,1590,2.6452999114990234
1717851242.0502877,1600,2.45740008354187
1717851257.0717099,1610,2.2571001052856445
1717851271.2876854,1620,2.392199993133545
1717851285.455975,1630,2.134399890899658
1717851299.524211,1640,2.4437999725341797
1717851314.9358444,1650,2.342600107192993
1717851329.1216292,1660,2.6373000144958496
1717851343.0939837,1670,2.2288999557495117
1717851357.1357017,1680,2.3471999168395996
1717851371.2223675,1690,2.548099994659424
1717851385.9847345,1700,2.4784998893737793
1717851400.3988602,1710,1.957200050354004
1717851414.3617547,1720,2.33240008354187
1717851428.4580672,1730,2.4635000228881836
1717851443.2406185,1740,2.3803999423980713
1717851457.4019039,1750,2.2973999977111816
1717851471.5842505,1760,2.31820011138916
1717851486.3477962,1770,2.293600082397461
1717851500.7492058,1780,2.337100028991699
1717851515.023207,1790,1.983199954032898
1717851529.2675407,1800,2.4928998947143555
1717851544.1499095,1810,2.4456000328063965
1717851558.3072383,1820,2.1717000007629395
1717851572.6826918,1830,2.300299882888794
1717851586.6918654,1840,2.3945999145507812
1717851600.7117846,1850,1.976199984550476
1717851615.1267116,1860,2.2600998878479004
1717851629.6382048,1870,2.372999906539917
1717851643.745821,1880,2.276099920272827
1717851657.9183805,1890,2.1898000240325928
1717851672.0261211,1900,2.3733999729156494
1717851686.358763,1910,2.3206000328063965
1717851700.5823689,1920,2.166100025177002
1717851714.684826,1930,2.106300115585327
1717851730.1200147,1940,2.2455999851226807
1717851746.0035436,1950,2.189500093460083
1717851760.9444299,1960,2.2523000240325928
1717851776.0690713,1970,2.21560001373291
1717851790.3874378,1980,2.2618000507354736
1717851804.8742278,1990,2.015700101852417
1717851819.4080343,2000,2.2219998836517334
1717851838.6528285,2010,2.309999942779541
1717851856.1291752,2020,2.203900098800659
1717851875.5303192,2030,2.3159000873565674
1717851891.0282688,2040,2.2158000469207764
1717851906.1595502,2050,2.275099992752075
1717851921.4308398,2060,2.2532999515533447
1717851936.6705034,2070,2.316200017929077
1717851952.2017894,2080,2.039900064468384
1717851967.077679,2090,2.017199993133545
1717851983.1344907,2100,2.0248000621795654
1717851999.914337,2110,2.407099962234497
1717852017.2811232,2120,2.2737998962402344
1717852034.7225764,2130,2.167799949645996
1717852049.2969167,2140,2.1157000064849854
1717852063.865983,2150,2.285099983215332
1717852078.9708471,2160,2.0625
1717852094.050493,2170,2.351099967956543
1717852109.6140416,2180,2.2476999759674072
1717852124.5969148,2190,2.147200107574463
1717852139.5932639,2200,2.1942999362945557
1717852154.350279,2210,2.2502999305725098
1717852171.453939,2220,2.0060999393463135
1717852193.069428,2230,2.177000045776367
1717852208.0328631,2240,2.330199956893921
1717852223.8262224,2250,2.2116000652313232
1717852238.2947507,2260,2.22160005569458
1717852253.4929984,2270,2.1407999992370605
1717852269.6077878,2280,1.9957000017166138
1717852284.0828166,2290,2.2172000408172607
1717852298.5865645,2300,2.233099937438965
1717852313.2076533,2310,2.083699941635132
1717852328.6722543,2320,2.14490008354187
1717852343.1942794,2330,1.9931000471115112
1717852357.9194593,2340,2.5280001163482666
1717852373.3603806,2350,2.1161999702453613
1717852389.8601315,2360,2.2362000942230225
1717852406.4706964,2370,2.2049999237060547
1717852420.8481617,2380,2.1494998931884766
1717852436.470986,2390,2.0520999431610107
1717852451.7590332,2400,2.1222000122070312
1717852468.3803082,2410,2.0631000995635986
1717852483.0848625,2420,2.311199903488159
1717852497.130708,2430,2.203399896621704
1717852511.8569505,2440,1.9404000043869019
1717852525.8762977,2450,2.192199945449829
1717852540.0196412,2460,1.9005999565124512
1717852554.0809047,2470,2.090100049972534
1717852568.1469994,2480,2.2023000717163086
1717852582.463848,2490,2.2999000549316406
1717852596.9191,2500,2.128999948501587
1717852618.875259,2510,2.1110000610351562
1717852633.622241,2520,2.107300043106079
1717852647.8693037,2530,2.1368000507354736
1717852661.9421656,2540,2.0292000770568848
1717852675.717408,2550,2.162400007247925
1717852689.6763172,2560,2.0464999675750732
1717852703.7788863,2570,2.121999979019165
1717852717.9637055,2580,2.54010009765625
1717852732.124214,2590,2.040299892425537
1717852746.0943444,2600,2.0813000202178955
